symptoms,diagnoses 
"fever,chill,nausea,vomiting,diarrhea,abdominal,breathing,heartrateheartrate,cough",malaria
"headache,nausea,vomiting,diarrhea,abdominal,breathing,heartrateheartrate,cough",malaria
"fever,headache,nausea,vomiting,diarrhea,abdominal,breathing,heartrateheartrate,cough",malaria
"chill,headache,nausea,vomiting,diarrhea,abdominal,breathing,heartrateheartrate,cough",malaria
"fever,chill,headache,nausea,vomiting,diarrhea,abdominal,breathing,heartrateheartrate,cough",malaria
"pain,breathing,heartrateheartrate,cough",malaria
"fever,pain,breathing,heartrateheartrate,cough",malaria
"chill,pain,breathing,heartrateheartrate,cough",malaria
"fever,chill,pain,breathing,heartrateheartrate,cough",malaria
"headache,pain,breathing,heartrateheartrate,cough",malaria
"fever,headache,pain,breathing,heartrateheartrate,cough",malaria
"chill,headache,pain,breathing,heartrateheartrate,cough",malaria
"fever,chill,headache,pain,breathing,heartrateheartrate,cough",malaria
"nausea,pain,breathing,heartrateheartrate,cough",malaria
"fever,nausea,pain,breathing,heartrateheartrate,cough",malaria
"chill,nausea,pain,breathing,heartrateheartrate,cough",malaria
"fever,chill,nausea,pain,breathing,heartrateheartrate,cough",malaria
"headache,nausea,pain,breathing,heartrateheartrate,cough",malaria
"fever,headache,nausea,pain,breathing,heartrateheartrate,cough",malaria
"chill,headache,nausea,pain,breathing,heartrateheartrate,cough",malaria
"fever,chill,headache,nausea,pain,breathing,heartrateheartrate,cough",malaria
"vomiting,pain,breathing,heartrateheartrate,cough",malaria
"fever,vomiting,pain,breathing,heartrateheartrate,cough",malaria
"chill,vomiting,pain,breathing,heartrateheartrate,cough",malaria
"fever,chill,vomiting,pain,breathing,heartrateheartrate,cough",malaria
"headache,vomiting,pain,breathing,heartrateheartrate,cough",malaria
"fever,headache,vomiting,pain,breathing,heartrateheartrate,cough",malaria
"chill,headache,vomiting,pain,breathing,heartrateheartrate,cough",malaria
"fever,chill,headache,vomiting,pain,breathing,heartrateheartrate,cough",malaria
"nausea,vomiting,pain,breathing,heartrateheartrate,cough",malaria
"fever,nausea,vomiting,pain,breathing,heartrateheartrate,cough",malaria
"chill,nausea,vomiting,pain,breathing,heartrateheartrate,cough",malaria
"fever,chill,nausea,vomiting,pain,breathing,heartrateheartrate,cough",malaria
"headache,nausea,vomiting,pain,breathing,heartrateheartrate,cough",malaria
"fever,headache,nausea,vomiting,pain,breathing,heartrateheartrate,cough",malaria
"chill,headache,nausea,vomiting,pain,breathing,heartrateheartrate,cough",malaria
"fever,chill,headache,nausea,vomiting,pain,breathing,heartrateheartrate,cough",malaria
"diarrhea,pain,breathing,heartrateheartrate,cough",malaria
"fever,diarrhea,pain,breathing,heartrateheartrate,cough",malaria
"chill,diarrhea,pain,breathing,heartrateheartrate,cough",malaria
"fever,chill,diarrhea,pain,breathing,heartrateheartrate,cough",malaria
"headache,diarrhea,pain,breathing,heartrateheartrate,cough",malaria
"fever,headache,diarrhea,pain,breathing,heartrateheartrate,cough",malaria
"chill,headache,diarrhea,pain,breathing,heartrateheartrate,cough",malaria
"fever,chill,headache,diarrhea,pain,breathing,heartrateheartrate,cough",malaria
"nausea,diarrhea,pain,breathing,heartrateheartrate,cough",malaria
"fever,nausea,diarrhea,pain,breathing,heartrateheartrate,cough",malaria
"chill,nausea,diarrhea,pain,breathing,heartrateheartrate,cough",malaria
"fever,chill,nausea,diarrhea,pain,breathing,heartrateheartrate,cough",malaria
"headache,nausea,diarrhea,pain,breathing,heartrateheartrate,cough",malaria
"fever,headache,nausea,diarrhea,pain,breathing,heartrateheartrate,cough",malaria
"chill,headache,nausea,diarrhea,pain,breathing,heartrateheartrate,cough",malaria
"fever,chill,headache,nausea,diarrhea,pain,breathing,heartrateheartrate,cough",malaria
"vomiting,diarrhea,pain,breathing,heartrateheartrate,cough",malaria
"fever,vomiting,diarrhea,pain,breathing,heartrateheartrate,cough",malaria
"chill,vomiting,diarrhea,pain,breathing,heartrateheartrate,cough",malaria
"fever,chill,vomiting,diarrhea,pain,breathing,heartrateheartrate,cough",malaria
"headache,vomiting,diarrhea,pain,breathing,heartrateheartrate,cough",malaria
"fever,headache,vomiting,diarrhea,pain,breathing,heartrateheartrate,cough",malaria
"chill,headache,vomiting,diarrhea,pain,breathing,heartrateheartrate,cough",malaria
"fever,chill,headache,vomiting,diarrhea,pain,breathing,heartrateheartrate,cough",malaria
"nausea,vomiting,diarrhea,pain,breathing,heartrateheartrate,cough",malaria
"fever,nausea,vomiting,diarrhea,pain,breathing,heartrateheartrate,cough",malaria
"chill,nausea,vomiting,diarrhea,pain,breathing,heartrateheartrate,cough",malaria
"fever,chill,nausea,vomiting,diarrhea,pain,breathing,heartrateheartrate,cough",malaria
"headache,nausea,vomiting,diarrhea,pain,breathing,heartrateheartrate,cough",malaria
"fever,headache,nausea,vomiting,diarrhea,pain,breathing,heartrateheartrate,cough",malaria
"chill,headache,nausea,vomiting,diarrhea,pain,breathing,heartrateheartrate,cough",malaria
"fever,chill,headache,nausea,vomiting,diarrhea,pain,breathing,heartrateheartrate,cough",malaria
"abdominal,pain,breathing,heartrateheartrate,cough",malaria
"fever,abdominal,pain,breathing,heartrateheartrate,cough",malaria
"chill,abdominal,pain,breathing,heartrateheartrate,cough",malaria
"fever,chill,abdominal,pain,breathing,heartrateheartrate,cough",malaria
"headache,abdominal,pain,breathing,heartrateheartrate,cough",malaria
"fever,headache,abdominal,pain,breathing,heartrateheartrate,cough",malaria
"chill,headache,abdominal,pain,breathing,heartrateheartrate,cough",malaria
"fever,chill,headache,abdominal,pain,breathing,heartrateheartrate,cough",malaria
"nausea,abdominal,pain,breathing,heartrateheartrate,cough",malaria
"fever,nausea,abdominal,pain,breathing,heartrateheartrate,cough",malaria
"chill,nausea,abdominal,pain,breathing,heartrateheartrate,cough",malaria
"fever,chill,nausea,abdominal,pain,breathing,heartrateheartrate,cough",malaria
"headache,nausea,abdominal,pain,breathing,heartrateheartrate,cough",malaria
"fever,headache,nausea,abdominal,pain,breathing,heartrateheartrate,cough",malaria
"chill,headache,nausea,abdominal,pain,breathing,heartrateheartrate,cough",malaria
"fever,chill,headache,nausea,abdominal,pain,breathing,heartrateheartrate,cough",malaria
"vomiting,abdominal,pain,breathing,heartrateheartrate,cough",malaria
"fever,vomiting,abdominal,pain,breathing,heartrateheartrate,cough",malaria
"chill,vomiting,abdominal,pain,breathing,heartrateheartrate,cough",malaria
"fever,chill,vomiting,abdominal,pain,breathing,heartrateheartrate,cough",malaria
"headache,vomiting,abdominal,pain,breathing,heartrateheartrate,cough",malaria
"fever,headache,vomiting,abdominal,pain,breathing,heartrateheartrate,cough",malaria
"chill,headache,vomiting,abdominal,pain,breathing,heartrateheartrate,cough",malaria
"fever,chill,headache,vomiting,abdominal,pain,breathing,heartrateheartrate,cough",malaria
"nausea,vomiting,abdominal,pain,breathing,heartrateheartrate,cough",malaria
"fever,nausea,vomiting,abdominal,pain,breathing,heartrateheartrate,cough",malaria
"chill,nausea,vomiting,abdominal,pain,breathing,heartrateheartrate,cough",malaria
"fever,chill,nausea,vomiting,abdominal,pain,breathing,heartrateheartrate,cough",malaria
"headache,nausea,vomiting,abdominal,pain,breathing,heartrateheartrate,cough",malaria
"fever,headache,nausea,vomiting,abdominal,pain,breathing,heartrateheartrate,cough",malaria
"chill,headache,nausea,vomiting,abdominal,pain,breathing,heartrateheartrate,cough",malaria
"fever,chill,headache,nausea,vomiting,abdominal,pain,breathing,heartrateheartrate,cough",malaria
"diarrhea,abdominal,pain,breathing,heartrateheartrate,cough",malaria
"fever,diarrhea,abdominal,pain,breathing,heartrateheartrate,cough",malaria
"chill,diarrhea,abdominal,pain,breathing,heartrateheartrate,cough",malaria
"fever,chill,diarrhea,abdominal,pain,breathing,heartrateheartrate,cough",malaria
"headache,diarrhea,abdominal,pain,breathing,heartrateheartrate,cough",malaria
"fever,headache,diarrhea,abdominal,pain,breathing,heartrateheartrate,cough",malaria
"chill,headache,diarrhea,abdominal,pain,breathing,heartrateheartrate,cough",malaria
"fever,chill,headache,diarrhea,abdominal,pain,breathing,heartrateheartrate,cough",malaria
"nausea,diarrhea,abdominal,pain,breathing,heartrateheartrate,cough",malaria
"fever,nausea,diarrhea,abdominal,pain,breathing,heartrateheartrate,cough",malaria
"chill,nausea,diarrhea,abdominal,pain,breathing,heartrateheartrate,cough",malaria
"fever,chill,nausea,diarrhea,abdominal,pain,breathing,heartrateheartrate,cough",malaria
"headache,nausea,diarrhea,abdominal,pain,breathing,heartrateheartrate,cough",malaria
"fever,headache,nausea,diarrhea,abdominal,pain,breathing,heartrateheartrate,cough",malaria
"chill,headache,nausea,diarrhea,abdominal,pain,breathing,heartrateheartrate,cough",malaria
"fever,chill,headache,nausea,diarrhea,abdominal,pain,breathing,heartrateheartrate,cough",malaria
"vomiting,diarrhea,abdominal,pain,breathing,heartrateheartrate,cough",malaria
"fever,vomiting,diarrhea,abdominal,pain,breathing,heartrateheartrate,cough",malaria
"chill,vomiting,diarrhea,abdominal,pain,breathing,heartrateheartrate,cough",malaria
"fever,chill,vomiting,diarrhea,abdominal,pain,breathing,heartrateheartrate,cough",malaria
"headache,vomiting,diarrhea,abdominal,pain,breathing,heartrateheartrate,cough",malaria
"fever,headache,vomiting,diarrhea,abdominal,pain,breathing,heartrateheartrate,cough",malaria
"chill,headache,vomiting,diarrhea,abdominal,pain,breathing,heartrateheartrate,cough",malaria
"fever,chill,headache,vomiting,diarrhea,abdominal,pain,breathing,heartrateheartrate,cough",malaria
"nausea,vomiting,diarrhea,abdominal,pain,breathing,heartrateheartrate,cough",malaria
"fever,nausea,vomiting,diarrhea,abdominal,pain,breathing,heartrateheartrate,cough",malaria
"chill,nausea,vomiting,diarrhea,abdominal,pain,breathing,heartrateheartrate,cough",malaria
"fever,chill,nausea,vomiting,diarrhea,abdominal,pain,breathing,heartrateheartrate,cough",malaria
"headache,nausea,vomiting,diarrhea,abdominal,pain,breathing,heartrateheartrate,cough",malaria
"fever,headache,nausea,vomiting,diarrhea,abdominal,pain,breathing,heartrateheartrate,cough",malaria
"chill,headache,nausea,vomiting,diarrhea,abdominal,pain,breathing,heartrateheartrate,cough",malaria
"fever,chill,headache,nausea,vomiting,diarrhea,abdominal,pain,breathing,heartrateheartrate,cough",malaria
"muscle,breathing,heartrateheartrate,cough",malaria
"fever,muscle,breathing,heartrateheartrate,cough",malaria
"chill,muscle,breathing,heartrateheartrate,cough",malaria
"fever,chill,muscle,breathing,heartrateheartrate,cough",malaria
"headache,muscle,breathing,heartrateheartrate,cough",malaria
"fever,headache,muscle,breathing,heartrateheartrate,cough",malaria
"chill,headache,muscle,breathing,heartrateheartrate,cough",malaria
"fever,chill,headache,muscle,breathing,heartrateheartrate,cough",malaria
"nausea,muscle,breathing,heartrateheartrate,cough",malaria
"fever,nausea,muscle,breathing,heartrateheartrate,cough",malaria
"chill,nausea,muscle,breathing,heartrateheartrate,cough",malaria
"fever,chill,nausea,muscle,breathing,heartrateheartrate,cough",malaria
"headache,nausea,muscle,breathing,heartrateheartrate,cough",malaria
"fever,headache,nausea,muscle,breathing,heartrateheartrate,cough",malaria
"chill,headache,nausea,muscle,breathing,heartrateheartrate,cough",malaria
"fever,chill,headache,nausea,muscle,breathing,heartrateheartrate,cough",malaria
"vomiting,muscle,breathing,heartrateheartrate,cough",malaria
"fever,vomiting,muscle,breathing,heartrateheartrate,cough",malaria
"chill,vomiting,muscle,breathing,heartrateheartrate,cough",malaria
"fever,chill,vomiting,muscle,breathing,heartrateheartrate,cough",malaria
"headache,vomiting,muscle,breathing,heartrateheartrate,cough",malaria
"fever,headache,vomiting,muscle,breathing,heartrateheartrate,cough",malaria
"chill,headache,vomiting,muscle,breathing,heartrateheartrate,cough",malaria
"fever,chill,headache,vomiting,muscle,breathing,heartrateheartrate,cough",malaria
"nausea,vomiting,muscle,breathing,heartrateheartrate,cough",malaria
"fever,nausea,vomiting,muscle,breathing,heartrateheartrate,cough",malaria
"chill,nausea,vomiting,muscle,breathing,heartrateheartrate,cough",malaria
"fever,chill,nausea,vomiting,muscle,breathing,heartrateheartrate,cough",malaria
"headache,nausea,vomiting,muscle,breathing,heartrateheartrate,cough",malaria
"fever,headache,nausea,vomiting,muscle,breathing,heartrateheartrate,cough",malaria
"chill,headache,nausea,vomiting,muscle,breathing,heartrateheartrate,cough",malaria
"fever,chill,headache,nausea,vomiting,muscle,breathing,heartrateheartrate,cough",malaria
"diarrhea,muscle,breathing,heartrateheartrate,cough",malaria
"fever,diarrhea,muscle,breathing,heartrateheartrate,cough",malaria
"chill,diarrhea,muscle,breathing,heartrateheartrate,cough",malaria
"fever,chill,diarrhea,muscle,breathing,heartrateheartrate,cough",malaria
"headache,diarrhea,muscle,breathing,heartrateheartrate,cough",malaria
"fever,headache,diarrhea,muscle,breathing,heartrateheartrate,cough",malaria
"chill,headache,diarrhea,muscle,breathing,heartrateheartrate,cough",malaria
"fever,chill,headache,diarrhea,muscle,breathing,heartrateheartrate,cough",malaria
"nausea,diarrhea,muscle,breathing,heartrateheartrate,cough",malaria
"fever,nausea,diarrhea,muscle,breathing,heartrateheartrate,cough",malaria
"chill,nausea,diarrhea,muscle,breathing,heartrateheartrate,cough",malaria
"fever,chill,nausea,diarrhea,muscle,breathing,heartrateheartrate,cough",malaria
"headache,nausea,diarrhea,muscle,breathing,heartrateheartrate,cough",malaria
"fever,headache,nausea,diarrhea,muscle,breathing,heartrateheartrate,cough",malaria
"chill,headache,nausea,diarrhea,muscle,breathing,heartrateheartrate,cough",malaria
"fever,chill,headache,nausea,diarrhea,muscle,breathing,heartrateheartrate,cough",malaria
"vomiting,diarrhea,muscle,breathing,heartrateheartrate,cough",malaria
"fever,vomiting,diarrhea,muscle,breathing,heartrateheartrate,cough",malaria
"chill,vomiting,diarrhea,muscle,breathing,heartrateheartrate,cough",malaria
"fever,chill,vomiting,diarrhea,muscle,breathing,heartrateheartrate,cough",malaria
"headache,vomiting,diarrhea,muscle,breathing,heartrateheartrate,cough",malaria
"fever,headache,vomiting,diarrhea,muscle,breathing,heartrateheartrate,cough",malaria
"chill,headache,vomiting,diarrhea,muscle,breathing,heartrateheartrate,cough",malaria
"fever,chill,headache,vomiting,diarrhea,muscle,breathing,heartrateheartrate,cough",malaria
"nausea,vomiting,diarrhea,muscle,breathing,heartrateheartrate,cough",malaria
"fever,nausea,vomiting,diarrhea,muscle,breathing,heartrateheartrate,cough",malaria
"chill,nausea,vomiting,diarrhea,muscle,breathing,heartrateheartrate,cough",malaria
"fever,chill,nausea,vomiting,diarrhea,muscle,breathing,heartrateheartrate,cough",malaria
"headache,nausea,vomiting,diarrhea,muscle,breathing,heartrateheartrate,cough",malaria
"fever,headache,nausea,vomiting,diarrhea,muscle,breathing,heartrateheartrate,cough",malaria
"chill,headache,nausea,vomiting,diarrhea,muscle,breathing,heartrateheartrate,cough",malaria
"fever,chill,headache,nausea,vomiting,diarrhea,muscle,breathing,heartrateheartrate,cough",malaria
"abdominal,muscle,breathing,heartrateheartrate,cough",malaria
"fever,abdominal,muscle,breathing,heartrateheartrate,cough",malaria
"chill,abdominal,muscle,breathing,heartrateheartrate,cough",malaria
"fever,chill,abdominal,muscle,breathing,heartrateheartrate,cough",malaria
"headache,abdominal,muscle,breathing,heartrateheartrate,cough",malaria
"fever,headache,abdominal,muscle,breathing,heartrateheartrate,cough",malaria
"chill,headache,abdominal,muscle,breathing,heartrateheartrate,cough",malaria
"fever,chill,headache,abdominal,muscle,breathing,heartrateheartrate,cough",malaria
"nausea,abdominal,muscle,breathing,heartrateheartrate,cough",malaria
"fever,nausea,abdominal,muscle,breathing,heartrateheartrate,cough",malaria
"chill,nausea,abdominal,muscle,breathing,heartrateheartrate,cough",malaria
"fever,chill,nausea,abdominal,muscle,breathing,heartrateheartrate,cough",malaria
"headache,nausea,abdominal,muscle,breathing,heartrateheartrate,cough",malaria
"fever,headache,nausea,abdominal,muscle,breathing,heartrateheartrate,cough",malaria
"chill,headache,nausea,abdominal,muscle,breathing,heartrateheartrate,cough",malaria
"fever,chill,headache,nausea,abdominal,muscle,breathing,heartrateheartrate,cough",malaria
"vomiting,abdominal,muscle,breathing,heartrateheartrate,cough",malaria
"fever,vomiting,abdominal,muscle,breathing,heartrateheartrate,cough",malaria
"chill,vomiting,abdominal,muscle,breathing,heartrateheartrate,cough",malaria
"fever,chill,vomiting,abdominal,muscle,breathing,heartrateheartrate,cough",malaria
"headache,vomiting,abdominal,muscle,breathing,heartrateheartrate,cough",malaria
"fever,headache,vomiting,abdominal,muscle,breathing,heartrateheartrate,cough",malaria
"chill,headache,vomiting,abdominal,muscle,breathing,heartrateheartrate,cough",malaria
"fever,chill,headache,vomiting,abdominal,muscle,breathing,heartrateheartrate,cough",malaria
"nausea,vomiting,abdominal,muscle,breathing,heartrateheartrate,cough",malaria
"fever,nausea,vomiting,abdominal,muscle,breathing,heartrateheartrate,cough",malaria
"chill,nausea,vomiting,abdominal,muscle,breathing,heartrateheartrate,cough",malaria
"fever,chill,nausea,vomiting,abdominal,muscle,breathing,heartrateheartrate,cough",malaria
"headache,nausea,vomiting,abdominal,muscle,breathing,heartrateheartrate,cough",malaria
"fever,headache,nausea,vomiting,abdominal,muscle,breathing,heartrateheartrate,cough",malaria
"chill,headache,nausea,vomiting,abdominal,muscle,breathing,heartrateheartrate,cough",malaria
"fever,chill,headache,nausea,vomiting,abdominal,muscle,breathing,heartrateheartrate,cough",malaria
"diarrhea,abdominal,muscle,breathing,heartrateheartrate,cough",malaria
"fever,diarrhea,abdominal,muscle,breathing,heartrateheartrate,cough",malaria
"chill,diarrhea,abdominal,muscle,breathing,heartrateheartrate,cough",malaria
"fever,chill,diarrhea,abdominal,muscle,breathing,heartrateheartrate,cough",malaria
"headache,diarrhea,abdominal,muscle,breathing,heartrateheartrate,cough",malaria
"fever,headache,diarrhea,abdominal,muscle,breathing,heartrateheartrate,cough",malaria
"chill,headache,diarrhea,abdominal,muscle,breathing,heartrateheartrate,cough",malaria
"fever,chill,headache,diarrhea,abdominal,muscle,breathing,heartrateheartrate,cough",malaria
"nausea,diarrhea,abdominal,muscle,breathing,heartrateheartrate,cough",malaria
"fever,nausea,diarrhea,abdominal,muscle,breathing,heartrateheartrate,cough",malaria
"chill,nausea,diarrhea,abdominal,muscle,breathing,heartrateheartrate,cough",malaria
"fever,chill,nausea,diarrhea,abdominal,muscle,breathing,heartrateheartrate,cough",malaria
"headache,nausea,diarrhea,abdominal,muscle,breathing,heartrateheartrate,cough",malaria
"fever,headache,nausea,diarrhea,abdominal,muscle,breathing,heartrateheartrate,cough",malaria
"chill,headache,nausea,diarrhea,abdominal,muscle,breathing,heartrateheartrate,cough",malaria
"fever,chill,headache,nausea,diarrhea,abdominal,muscle,breathing,heartrateheartrate,cough",malaria
"vomiting,diarrhea,abdominal,muscle,breathing,heartrateheartrate,cough",malaria
"fever,vomiting,diarrhea,abdominal,muscle,breathing,heartrateheartrate,cough",malaria
"chill,vomiting,diarrhea,abdominal,muscle,breathing,heartrateheartrate,cough",malaria
"fever,chill,vomiting,diarrhea,abdominal,muscle,breathing,heartrateheartrate,cough",malaria
"headache,vomiting,diarrhea,abdominal,muscle,breathing,heartrateheartrate,cough",malaria
"fever,headache,vomiting,diarrhea,abdominal,muscle,breathing,heartrateheartrate,cough",malaria
"chill,headache,vomiting,diarrhea,abdominal,muscle,breathing,heartrateheartrate,cough",malaria
"fever,chill,headache,vomiting,diarrhea,abdominal,muscle,breathing,heartrateheartrate,cough",malaria
"nausea,vomiting,diarrhea,abdominal,muscle,breathing,heartrateheartrate,cough",malaria
"fever,nausea,vomiting,diarrhea,abdominal,muscle,breathing,heartrateheartrate,cough",malaria
"chill,nausea,vomiting,diarrhea,abdominal,muscle,breathing,heartrateheartrate,cough",malaria
"fever,chill,nausea,vomiting,diarrhea,abdominal,muscle,breathing,heartrateheartrate,cough",malaria
"headache,nausea,vomiting,diarrhea,abdominal,muscle,breathing,heartrateheartrate,cough",malaria
"fever,headache,nausea,vomiting,diarrhea,abdominal,muscle,breathing,heartrateheartrate,cough",malaria
"chill,headache,nausea,vomiting,diarrhea,abdominal,muscle,breathing,heartrateheartrate,cough",malaria
"fever,chill,headache,nausea,vomiting,diarrhea,abdominal,muscle,breathing,heartrateheartrate,cough",malaria
"pain,muscle,breathing,heartrateheartrate,cough",malaria
"fever,pain,muscle,breathing,heartrateheartrate,cough",malaria
"chill,pain,muscle,breathing,heartrateheartrate,cough",malaria
"fever,chill,pain,muscle,breathing,heartrateheartrate,cough",malaria
"headache,pain,muscle,breathing,heartrateheartrate,cough",malaria
"fever,headache,pain,muscle,breathing,heartrateheartrate,cough",malaria
"chill,headache,pain,muscle,breathing,heartrateheartrate,cough",malaria
"fever,chill,headache,pain,muscle,breathing,heartrateheartrate,cough",malaria
"nausea,pain,muscle,breathing,heartrateheartrate,cough",malaria
"fever,nausea,pain,muscle,breathing,heartrateheartrate,cough",malaria
"chill,nausea,pain,muscle,breathing,heartrateheartrate,cough",malaria
"fever,chill,nausea,pain,muscle,breathing,heartrateheartrate,cough",malaria
"headache,nausea,pain,muscle,breathing,heartrateheartrate,cough",malaria
"fever,headache,nausea,pain,muscle,breathing,heartrateheartrate,cough",malaria
"chill,headache,nausea,pain,muscle,breathing,heartrateheartrate,cough",malaria
"fever,chill,headache,nausea,pain,muscle,breathing,heartrateheartrate,cough",malaria
"vomiting,pain,muscle,breathing,heartrateheartrate,cough",malaria
"fever,vomiting,pain,muscle,breathing,heartrateheartrate,cough",malaria
"chill,vomiting,pain,muscle,breathing,heartrateheartrate,cough",malaria
"fever,chill,vomiting,pain,muscle,breathing,heartrateheartrate,cough",malaria
"headache,vomiting,pain,muscle,breathing,heartrateheartrate,cough",malaria
"fever,headache,vomiting,pain,muscle,breathing,heartrateheartrate,cough",malaria
"chill,headache,vomiting,pain,muscle,breathing,heartrateheartrate,cough",malaria
"fever,chill,headache,vomiting,pain,muscle,breathing,heartrateheartrate,cough",malaria
"nausea,vomiting,pain,muscle,breathing,heartrateheartrate,cough",malaria
"fever,nausea,vomiting,pain,muscle,breathing,heartrateheartrate,cough",malaria
"chill,nausea,vomiting,pain,muscle,breathing,heartrateheartrate,cough",malaria
"fever,chill,nausea,vomiting,pain,muscle,breathing,heartrateheartrate,cough",malaria
"headache,nausea,vomiting,pain,muscle,breathing,heartrateheartrate,cough",malaria
"fever,headache,nausea,vomiting,pain,muscle,breathing,heartrateheartrate,cough",malaria
"chill,headache,nausea,vomiting,pain,muscle,breathing,heartrateheartrate,cough",malaria
"fever,chill,headache,nausea,vomiting,pain,muscle,breathing,heartrateheartrate,cough",malaria
"diarrhea,pain,muscle,breathing,heartrateheartrate,cough",malaria
"fever,diarrhea,pain,muscle,breathing,heartrateheartrate,cough",malaria
"chill,diarrhea,pain,muscle,breathing,heartrateheartrate,cough",malaria
"fever,chill,diarrhea,pain,muscle,breathing,heartrateheartrate,cough",malaria
"headache,diarrhea,pain,muscle,breathing,heartrateheartrate,cough",malaria
"fever,headache,diarrhea,pain,muscle,breathing,heartrateheartrate,cough",malaria
"chill,headache,diarrhea,pain,muscle,breathing,heartrateheartrate,cough",malaria
"fever,chill,headache,diarrhea,pain,muscle,breathing,heartrateheartrate,cough",malaria
"nausea,diarrhea,pain,muscle,breathing,heartrateheartrate,cough",malaria
"fever,nausea,diarrhea,pain,muscle,breathing,heartrateheartrate,cough",malaria
"chill,nausea,diarrhea,pain,muscle,breathing,heartrateheartrate,cough",malaria
"fever,chill,nausea,diarrhea,pain,muscle,breathing,heartrateheartrate,cough",malaria
"headache,nausea,diarrhea,pain,muscle,breathing,heartrateheartrate,cough",malaria
"fever,headache,nausea,diarrhea,pain,muscle,breathing,heartrateheartrate,cough",malaria
"chill,headache,nausea,diarrhea,pain,muscle,breathing,heartrateheartrate,cough",malaria
"fever,chill,headache,nausea,diarrhea,pain,muscle,breathing,heartrateheartrate,cough",malaria
"vomiting,diarrhea,pain,muscle,breathing,heartrateheartrate,cough",malaria
"fever,vomiting,diarrhea,pain,muscle,breathing,heartrateheartrate,cough",malaria
"chill,vomiting,diarrhea,pain,muscle,breathing,heartrateheartrate,cough",malaria
"fever,chill,vomiting,diarrhea,pain,muscle,breathing,heartrateheartrate,cough",malaria
"headache,vomiting,diarrhea,pain,muscle,breathing,heartrateheartrate,cough",malaria
"fever,headache,vomiting,diarrhea,pain,muscle,breathing,heartrateheartrate,cough",malaria
"chill,headache,vomiting,diarrhea,pain,muscle,breathing,heartrateheartrate,cough",malaria
"fever,chill,headache,vomiting,diarrhea,pain,muscle,breathing,heartrateheartrate,cough",malaria
"nausea,vomiting,diarrhea,pain,muscle,breathing,heartrateheartrate,cough",malaria
"fever,nausea,vomiting,diarrhea,pain,muscle,breathing,heartrateheartrate,cough",malaria
"chill,nausea,vomiting,diarrhea,pain,muscle,breathing,heartrateheartrate,cough",malaria
"fever,chill,nausea,vomiting,diarrhea,pain,muscle,breathing,heartrateheartrate,cough",malaria
"headache,nausea,vomiting,diarrhea,pain,muscle,breathing,heartrateheartrate,cough",malaria
"fever,headache,nausea,vomiting,diarrhea,pain,muscle,breathing,heartrateheartrate,cough",malaria
"chill,headache,nausea,vomiting,diarrhea,pain,muscle,breathing,heartrateheartrate,cough",malaria
"fever,chill,headache,nausea,vomiting,diarrhea,pain,muscle,breathing,heartrateheartrate,cough",malaria
"abdominal,pain,muscle,breathing,heartrateheartrate,cough",malaria
"fever,abdominal,pain,muscle,breathing,heartrateheartrate,cough",malaria
"chill,abdominal,pain,muscle,breathing,heartrateheartrate,cough",malaria
"fever,chill,abdominal,pain,muscle,breathing,heartrateheartrate,cough",malaria
"headache,abdominal,pain,muscle,breathing,heartrateheartrate,cough",malaria
"fever,headache,abdominal,pain,muscle,breathing,heartrateheartrate,cough",malaria
"chill,headache,abdominal,pain,muscle,breathing,heartrateheartrate,cough",malaria
"fever,chill,headache,abdominal,pain,muscle,breathing,heartrateheartrate,cough",malaria
"nausea,abdominal,pain,muscle,breathing,heartrateheartrate,cough",malaria
"fever,nausea,abdominal,pain,muscle,breathing,heartrateheartrate,cough",malaria
"chill,nausea,abdominal,pain,muscle,breathing,heartrateheartrate,cough",malaria
"fever,chill,nausea,abdominal,pain,muscle,breathing,heartrateheartrate,cough",malaria
"headache,nausea,abdominal,pain,muscle,breathing,heartrateheartrate,cough",malaria
"fever,headache,nausea,abdominal,pain,muscle,breathing,heartrateheartrate,cough",malaria
"chill,headache,nausea,abdominal,pain,muscle,breathing,heartrateheartrate,cough",malaria
"fever,chill,headache,nausea,abdominal,pain,muscle,breathing,heartrateheartrate,cough",malaria
"vomiting,abdominal,pain,muscle,breathing,heartrateheartrate,cough",malaria
"fever,vomiting,abdominal,pain,muscle,breathing,heartrateheartrate,cough",malaria
"chill,vomiting,abdominal,pain,muscle,breathing,heartrateheartrate,cough",malaria
"fever,chill,vomiting,abdominal,pain,muscle,breathing,heartrateheartrate,cough",malaria
"headache,vomiting,abdominal,pain,muscle,breathing,heartrateheartrate,cough",malaria
"fever,headache,vomiting,abdominal,pain,muscle,breathing,heartrateheartrate,cough",malaria
"chill,headache,vomiting,abdominal,pain,muscle,breathing,heartrateheartrate,cough",malaria
"fever,chill,headache,vomiting,abdominal,pain,muscle,breathing,heartrateheartrate,cough",malaria
"nausea,vomiting,abdominal,pain,muscle,breathing,heartrateheartrate,cough",malaria
"fever,nausea,vomiting,abdominal,pain,muscle,breathing,heartrateheartrate,cough",malaria
"chill,nausea,vomiting,abdominal,pain,muscle,breathing,heartrateheartrate,cough",malaria
"fever,chill,nausea,vomiting,abdominal,pain,muscle,breathing,heartrateheartrate,cough",malaria
"headache,nausea,vomiting,abdominal,pain,muscle,breathing,heartrateheartrate,cough",malaria
